taxonomy	W218	W234	W213	W206	W205	W240	W212	W219	W237	W217	W236	W221	W203	W244	W242	W202	W243	W228	W208	W204	W201	W227	W241	W229	W211	W209	W231	W215	W220	W214	W232	W238	W225	W239	W210	W235	W245	W224	W222	W207	W233	W216
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	3	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	2	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	4	0	0	3	0	0	0	0	1	2	0	0	0	1	0	1	1	0	1	0	1	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	4	0	0	5	0	2	1
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	0	0	0	0	0	1	0	0	0	0	0	20	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	4	0	2	0	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__	0	0	0	0	0	0	0	0	0	0	0	0	19	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	7	0	0	7	1	0	0	0	0	3	0	0	3	0	5	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	2	4	0	0	0	0	0	5	0	0	1	0	0	1	1	3	0	0	1	2	0	4	0	3	2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__; s__	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	1	2	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0	3	0	0	2	0	0	0	3	0	5	0	1	0	2	0	0	0	1	0	3	0	11	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	0	1	0	0	0	25	0	0	1	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	1	0	0	0	0	12	1	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	6	0	0	0	0	0	7	0	0	4	0	0	0	1	2	2	0	9	0	0	3	0	0	3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	1	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	24	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0	0	0	0	0	0	0	0	32	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	2	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	5	0	0	0	0	0	4	0	0	5	0	0	0	5	0	5	0	5	0	1	7	0	0	4
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	1	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	24	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__	0	0	0	0	0	0	0	0	0	0	0	33	0	0	2	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	1	13	0	0	8	0	0	0	11	1	0	0	0	5	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0	0	6	3	0	0	2	0	4	0	0	0	4	1	1	5	0	2	0	2	0	0	1	2	1	0	0	2	5	0	5	1	3	1	0	0	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	38	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__	0	1	0	1	0	2	0	0	0	0	0	8	2	0	3	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	3	25	0	0	1	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	4	0	0	0	0	0	0	0	0	11	0	28	0	0	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	3	7	0	0	6	5	0	2	0	4	0	5	0	0	0	0	0	0	0	0	0	4	1	0	0	5	0	0	0	0	0	0	0	0	5	0	0	5	0	7	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	5	6	0	0	2	4	0	0	0	10	0	6	0	0	0	2	0	0	1	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	5	0	7	0	1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0	1	0	0	1	0	1	1	35	0	1	1	1	0	0	2	3	0	1	0	2	0	0	0	2	0	2	1	2	1	1	0	1	0	0	1	0	0	1	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	23	0	0	6	0	0	0	12	0	1	0	0	0	0	0	0	0	1
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__	0	0	0	0	0	1	0	0	0	0	0	35	2	0	0	0	0	4	18	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	1	0	0	0	0	1	1	4	0	0	1	0	0	17	0	0	0	0	0	6	0	0	3	0	0	0	13	1	16	0	0	0	0	0	0	0	0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	4	9	0	0	3	5	0	1	0	5	0	9	0	0	0	1	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	10	0	7	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__anginosus	1	0	0	0	0	0	0	0	0	0	17	0	24	0	0	0	3	1	0	0	3	0	4	0	0	1	0	0	1	0	0	0	4	8	0	0	3	0	0	1	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__WAL_1855D; s__	0	0	0	0	0	3	0	0	1	0	0	35	1	0	7	0	0	0	19	0	1	0	0	0	3	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0
k__Bacteria; p__TM7; c__TM7-3; o__I025; f__Rs-045; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0	0	8	9	0	0	9	0	9	1	0	0	8	3	10	2	0	1	0	2	0	0	1	7	0	0	0	2	8	0	6	1	4	0	0	0	4	0	0	0	0	0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__	5	0	3	2	0	0	2	1	1	0	0	3	0	3	3	3	8	0	1	32	10	0	2	1	0	0	2	0	3	1	2	0	6	1	0	3	1	2	1	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	2	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0	0	0	0	0	0	0	0	116	0	0	0	1	0	1	4	0	1	0	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Unassigned	3	2	6	1	0	6	2	6	10	1	3	2	5	5	6	6	3	6	5	2	3	6	4	3	5	3	2	3	4	2	0	1	6	2	1	0	3	1	2	3	3	2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	0	2	0	0	1	3	2	0	0	0	13	1	0	0	2	3	4	0	0	4	5	0	89	0	0	0	0	0	5	1	0	0	3	0	0	2	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	14	8	0	0	13	13	1	1	0	14	0	10	0	0	0	1	0	0	0	1	0	11	1	0	0	14	0	0	1	0	0	0	0	0	13	0	0	12	0	14	0	0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	4	70	0	0	15	45	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	16	1	4	2	1	0	2	0	1	0	0	1	1	0	4	7	14	0	0	30	14	3	3	2	0	2	3	1	13	1	1	0	4	3	2	4	4	3	1	1	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	2	0	0	1	0	0	88	3	0	0	3	0	37	11	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	1
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia; s__	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	33	0	0	0	0	0	3	0	0	9	0	0	0	2	1	109	0	3	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__	0	0	0	0	0	1	0	0	0	0	0	15	13	0	7	0	3	9	9	0	6	0	1	0	0	0	0	0	0	0	0	1	0	104	0	0	7	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Finegoldia; s__	0	1	0	1	0	2	0	1	2	0	14	39	36	0	10	0	2	0	13	3	15	0	1	0	0	1	0	0	0	0	0	0	1	22	0	0	13	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0	0	10	11	0	0	7	2	11	0	0	0	18	9	10	11	0	22	2	2	1	0	0	11	1	0	0	10	10	0	12	8	8	8	0	0	5	1	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	45	0	0	0	0	0	0	5	0	0	0	91	0
Unassigned	4	4	7	4	0	4	0	9	12	5	1	4	11	6	10	3	1	7	3	9	6	7	3	1	3	3	3	4	6	1	2	3	5	6	5	7	2	2	8	2	6	4
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	0	0	0	0	1	106	0	0	0	53	0	5	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unassigned	8	0	9	6	1	7	2	6	17	5	4	3	2	6	6	6	4	8	6	9	7	10	5	3	5	3	4	7	10	9	0	10	7	8	4	7	2	2	9	2	5	1
Unassigned	5	5	9	5	2	5	3	6	8	2	1	3	11	7	9	3	4	7	5	8	6	7	9	5	9	6	5	4	5	5	3	8	13	8	4	10	3	5	9	3	2	3
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	8	13	2	6	0	1	0	19	0	11	8	0	6	9	33	4	16	0	0	21	0	0	0	30	47
Unassigned	2	4	8	6	3	4	1	8	13	2	2	6	9	10	6	11	4	14	5	4	7	10	4	6	8	4	3	6	4	9	6	3	12	6	4	6	1	0	8	11	6	3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	0	0	14	20	0	0	18	4	25	0	1	0	14	18	13	19	0	3	0	5	2	0	9	18	1	0	0	8	13	0	16	2	14	1	0	0	12	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	5	1	0	0	0	0	1	0	0	0	58	0	0	6	2	1	0	0	0	0	18	1	0	0	0	0	32	0	1	38	6	0	5	0	0	15	0	0	33	0	36	0
Unassigned	6	3	10	6	3	8	2	15	10	4	1	2	7	9	3	10	6	15	6	8	6	9	2	2	7	4	5	3	4	7	5	8	10	13	5	4	3	2	11	4	8	4
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	4	0	2	2	4	5	1	3	6	4	1	1	2	3	2	4	3	0	1	3	2	1	179	2	0	2	2	1	16	0	2	0	6	1	2	0	1	0	1	1	0	1
Unassigned	4	5	13	4	1	9	5	9	11	2	5	5	11	8	5	10	3	12	5	12	12	12	5	4	4	3	4	1	8	8	8	7	12	10	6	8	6	4	5	5	5	3
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	0	2	0	0	0	0	0	0	0	2	10	0	4	0	2	4	0	36	27	0	2	0	0	0	18	0	6	15	0	0	6	20	5	14	0	24	15	2	29	0	14	27
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0	8	0	0	0	0	0	43	83	0	0	0	0	0	0	81	0	8	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	12	52	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__iners	3	0	26	30	0	0	23	4	17	0	0	0	18	18	23	18	0	1	1	7	2	0	8	26	4	0	0	9	20	0	16	4	25	1	0	0	18	0	0	0	0	0
Unassigned	6	0	14	8	1	9	1	12	12	9	9	4	5	8	7	14	7	17	7	9	11	19	6	7	4	8	5	6	4	8	4	10	9	9	6	6	4	6	11	5	13	4
Unassigned	12	2	13	9	2	5	4	19	11	6	9	9	13	15	16	9	6	19	5	12	8	14	8	9	8	7	6	12	5	14	11	10	26	6	3	7	5	5	8	6	6	2
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__	26	2	5	7	10	8	4	4	3	5	2	11	8	34	15	11	1	1	4	65	79	6	4	5	2	2	12	6	7	8	5	0	11	3	4	2	14	19	2	0	11	2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	13	9	2	2	7	9	6	154	1	10	0	7	1	0	1	23	0	0	1	2	0	5	87	1	0	7	0	4	35	1	2	0	1	0	9	0	1	22	0	13	0	1
Unassigned	9	5	14	14	3	5	7	14	23	7	10	12	13	17	14	15	4	20	7	11	15	19	5	11	16	9	7	12	10	6	4	13	21	17	8	14	4	6	8	7	7	7
Unassigned	11	4	17	7	5	11	6	17	20	10	7	3	15	13	16	11	9	20	10	9	22	17	13	8	14	8	12	12	12	13	6	9	16	17	8	9	6	4	9	9	11	5
Unassigned	17	4	19	10	8	17	7	15	23	9	12	13	15	13	15	21	11	35	3	19	14	17	9	9	8	7	12	8	9	14	7	10	24	21	5	13	5	12	8	5	7	2
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0	0	0	0	0	0	2	0	35	0	3	0	3	0	0	17	0	76	9	0	1	0	0	1	78	0	0	49	0	1	0	121	9	0	0	0	121	2	0	0	0	15
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	24	41	0	0	34	47	0	1	0	50	0	45	0	0	1	9	0	0	1	2	0	42	2	0	0	42	0	2	4	0	1	0	0	0	32	0	0	52	0	226	0	3
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	18	0	5	1	0	89	72	0	0	0	0	0	88	0	5	9	0	1	0	81	7	205	0	9	25	0	0	1	1	72
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	27	6	14	21	9	6	29	56	25	11	1	14	20	29	18	121	0	0	4	19	1	21	59	19	7	9	2	21	125	0	27	4	19	1	9	0	15	19	2	12	1	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens	0	31	0	0	75	287	0	0	0	0	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	25	0	0	75	0	139	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0	0	0	1	0	0	0	1	0	0	1	0	197	0	6	1	0	0	0	0	5	0	0	0	0	0	0	1	2	0	0	0	2	612	0	1	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	35	0	728	1	11	0	5	0	3	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	5
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793	0	0	0	44	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	1	3	1	0	0	6	21	1	0	0	3	0	0	244	2	7	2	0	0	299	3	0	20	0	0	0	218	21	22	5	0	0	9	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0	0	0	0	0	4	3	472	0	0	0	0	0	0	0	8	0	0	0	0	0	0	391	0	1	0	0	2	8	0	0	0	2	1	0	0	0	2	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella; s__	0	0	0	0	0	0	0	0	0	0	0	0	64	0	2	1	1	9	13	0	0	0	0	0	1	0	0	4	10	0	0	6	1	795	0	0	0	0	0	0	0	0
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Sneathia; s__	0	0	0	0	0	0	0	0	0	0	0	0	85	0	2	3	0	39	43	0	8	0	0	0	2	0	0	65	10	0	0	8	5	646	0	96	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0	1	0	0	1	0	1	0	0	0	2	2	68	0	55	3	2	41	83	2	9	1	1	0	29	1	0	90	0	0	150	32	6	484	2	10	19	1	0	0	0	13
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0	0	0	0	0	0	3	0	0	1	2	0	32	0	0	14	0	357	121	4	6	1	0	1	144	0	0	30	0	0	0	49	3	483	4	0	0	3	0	0	0	1
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__	0	0	0	0	0	0	1	0	0	0	3	51	66	0	11	10	0	187	212	4	10	4	0	3	177	1	0	118	0	0	0	131	15	264	3	0	8	4	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	0	0	1	0	0	1	0	0	1	4	0	22	0	4	12	0	297	101	1	9	3	0	1	123	0	95	40	0	73	0	135	21	126	2	20	86	11	0	0	86	26
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	1	0	0	0	0	0	0	382	0	14	1	11	0	0	0	22	0	7	0	0	0	0	2	6	0	0	0	4	848	0	0	49	0	0	0	0	2
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	0	1	0	0	0	0	0	0	0	0	0	95	0	16	4	0	33	48	0	6	0	0	1	15	0	0	0	0	0	0	15	1	1139	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__reuteri	0	22	0	0	0	1	0	163	0	0	107	0	30	0	73	31	1	0	0	0	2	0	140	0	0	30	0	1	37	0	0	0	33	5	93	174	0	176	125	159	0	31
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Ureaplasma; s__	0	13	0	11	0	0	3	14	20	0	586	0	0	0	62	42	0	1	2	3	6	0	7	0	0	0	0	0	57	0	0	0	115	40	0	32	11	16	454	0	0	4
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__	0	0	0	0	2	0	1	0	0	3	1	0	54	0	0	9	0	183	54	0	16	6	0	0	76	0	0	194	0	0	0	124	26	1203	1	0	1	1	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__	0	2	0	3	0	2	0	1	1	0	13	7	373	0	6	2	0	2	47	1	17	0	3	0	1	0	0	27	0	0	0	6	3	1604	0	2	1	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	196	123	0	0	68	42	100	260	1	137	39	32	6	1	0	607	1	1	20	25	2	218	180	4	0	91	0	37	449	1	31	0	0	2	74	0	0	179	11	137	0	4
